File,WMC,DIT,NOC,CBO,RFC,LCOM,CA,CE,NPM,LCOM3,LOC,DAM,MOA,MFA,CAM,IC,CBM,AMC,CC,MaX_CC,SUM_LOC+,MAX_LOC+,SUM_LOC-,MAX_LOC-,MAX_SET,AVG_SET,NO_REV,SUM_CHRN,MAX_CHRN,Age,CountOfDeveloper,REF,BUG
Endpoint.java,13,1,0,81,13,78,77,6,13,2,13,0,0,0,0.365384615,0,0,0,1,1,0,0,0,0,0,0,0,0,0,220,0,FALSE,FALSE
EncryptionProvider.java,1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,106.28,0,FALSE,FALSE
ScheduledMessageForwardingProcessor.java,15,0,0,15,47,47,2,14,12,0.842857143,215,0.8,2,0,0.3,0,0,13,1.066666667,3,23,13,52,39,8,4.25,4,75,52,26.28,1,FALSE,TRUE
DataSourceInformationListFactory.java,3,1,0,6,13,1,1,5,2,0.5,93,1,1,0,0.5,0,0,29.66666667,4,12,0,0,0,0,0,0,0,0,0,118.14,0,FALSE,FALSE
HeaderMediatorFactory.java,4,0,0,11,29,2,0,11,3,0.666666667,209,1,2,0,0.555555556,0,0,50.75,5.25,20,17,17,5,5,4,4,1,22,22,-58.28,1,FALSE,TRUE
CloneMediator.java,14,0,0,16,49,21,2,14,13,0.711538462,290,1,0,0,0.205357143,0,0,19.42857143,1.714285714,7,3,3,0,0,7,7,1,3,3,26.28,1,FALSE,TRUE
FIXTransportListener.java,5,0,0,10,25,0,0,10,4,0.25,129,1,1,0,0.4,0,0,24.6,0.8,1,0,0,0,0,0,0,0,0,0,160.14,0,FALSE,FALSE
EvaluatorConstants.java,1,1,0,0,2,0,0,0,1,2,22,0,0,0,1,0,0,3,0,0,3,3,0,0,10,10,1,3,3,-58.28,1,FALSE,TRUE
AspectConfigurationDetectionStrategy.java,2,1,0,4,8,1,1,3,2,2,29,0,0,0,0.5,0,0,13.5,1.5,3,0,0,0,0,0,0,0,0,0,167.85,0,FALSE,FALSE
PerUserDomainViewStrategy.java,3,0,0,2,6,3,0,2,3,2,19,0,0,0,0.666666667,0,0,5.333333333,0.666666667,1,0,0,0,0,0,0,0,0,0,168,0,FALSE,FALSE
SynapseMediatorFactory.java,4,0,0,5,9,4,0,5,3,0.666666667,31,1,1,0,0.555555556,0,0,6.5,0.5,1,0,0,0,0,0,0,0,0,0,193.14,0,FALSE,FALSE
SchemaResourceLSInput.java,17,1,0,1,18,130,1,0,17,0.875,52,0,0,0,0.294117647,0,0,2,0.941176471,1,0,0,0,0,0,0,0,0,0,70,0,FALSE,FALSE
